trip_id,start_time,end_time,headway_secs

1_out,06:00:00,22:00:00,1200
2_out,06:00:00,22:00:00,1200
3_out,06:00:00,22:00:00,1200
4_out,06:00:00,22:00:00,1200

1_ret,06:00:00,22:00:00,1200
2_ret,06:00:00,22:00:00,1200
3_ret,06:00:00,22:00:00,1200
4_ret,06:00:00,22:00:00,1200
5_out,06:00:00,22:00:00,9000
5_ret,06:00:00,22:00:00,9000

6_out,06:00:00,22:00:00,1200
6_ret,06:00:00,22:00:00,1200
